#台語教典 = 教育部《臺灣閩南語常用詞辭典》 https://twblg.dict.edu.tw/
#客語教典 = 教育部《臺灣客家語常用詞辭典》 https://hakka.dict.edu.tw/
#以上為 創用CC 姓名標示-禁止改作 3.0 授權
#非屬以上兩典，標註有「再會豆腐字」 的字，來自 https://tauhu.tw/jit-tsi/ 蒐集的結果
#Char	Unicode	Big5	Memo
瀾	703E	V	台語教典
灇	7047		台語教典
灌	704C	V	台語教典、客語教典
灑	7051	V	台語教典、客語教典
灘	7058	V	台語教典、客語教典
灣	7063	V	台語教典、客語教典
火	706B	V	台語教典、客語教典
灰	7070	V	台語教典、客語教典
灶	7076	V	台語教典、客語教典
灸	7078	V	台語教典、客語教典
災	707D	V	台語教典、客語教典
炆	7086	V	客語教典
炊	708A	V	台語教典、客語教典
炎	708E	V	台語教典、客語教典
炒	7092	V	台語教典、客語教典
炕	7095	V	台語教典、客語教典
炙	7099	V	台語教典、客語教典
炣	70A3		客語教典
炤	70A4	V	台語教典
炫	70AB	V	台語教典
炬	70AC	V	客語教典
炭	70AD	V	台語教典、客語教典
炮	70AE	V	台語教典、客語教典
炯	70AF	V	客語教典
炰	70B0	V	台語教典
炱	70B1	V	台語教典
炳	70B3	V	台語教典
炸	70B8	V	台語教典、客語教典
為	70BA	V	台語教典、客語教典
烈	70C8	V	台語教典、客語教典
烌	70CC		台語教典
烏	70CF	V	台語教典、客語教典
烘	70D8	V	台語教典、客語教典
烙	70D9	V	台語教典、客語教典
烤	70E4	V	客語教典
烰	70F0	V	台語教典、客語教典
烳	70F3	V	客語教典
烹	70F9	V	台語教典、客語教典
烽	70FD	V	客語教典
焐	7110	V	台語教典
焗	7117	V	台語教典、客語教典
焙	7119	V	台語教典、客語教典
焚	711A	V	台語教典、客語教典
焜	711C	V	客語教典
焠	7120	V	台語教典
無	7121	V	台語教典、客語教典
焦	7126	V	台語教典、客語教典
焰	7130	V	台語教典、客語教典
焱	7131	V	台語教典
然	7136	V	台語教典、客語教典
焿	713F		客語教典
煉	7149	V	台語教典、客語教典
煌	714C	V	台語教典、客語教典
煎	714E	V	台語教典、客語教典
煏	714F		台語教典、客語教典
煙	7159	V	台語教典、客語教典
煜	715C	V	客語教典
煞	715E	V	台語教典、客語教典
煠	7160	V	台語教典、客語教典
煡	7161	V	台語教典
煤	7164	V	台語教典、客語教典
煥	7165	V	台語教典、客語教典
照	7167	V	台語教典、客語教典
煨	7168	V	台語教典、客語教典
煩	7169	V	台語教典、客語教典
煬	716C	V	台語教典
煮	716E	V	台語教典、客語教典
煲	7172	V	客語教典
煽	717D	V	台語教典、客語教典
熁	7181	V	台語教典
熄	7184	V	台語教典、客語教典
熇	7187	V	台語教典、客語教典
熊	718A	V	台語教典、客語教典
熏	718F	V	台語教典
熔	7194	V	台語教典、客語教典
熗	7197	V	台語教典
熙	7199	V	客語教典
熝	719D	V	客語教典
熟	719F	V	台語教典、客語教典
熥	71A5	V	台語教典
熨	71A8	V	台語教典、客語教典
熬	71AC	V	台語教典、客語教典
熰	71B0	V	客語教典
熱	71B1	V	台語教典、客語教典
熹	71B9	V	客語教典
熻	71BB		客語教典
熾	71BE	V	客語教典
燁	71C1	V	客語教典
燂	71C2	V	客語教典
燃	71C3	V	台語教典、客語教典
燄	71C4	V	台語教典
燈	71C8	V	台語教典、客語教典
燉	71C9	V	台語教典、客語教典
燎	71CE	V	客語教典
燐	71D0	V	客語教典
燒	71D2	V	台語教典、客語教典
燕	71D5	V	台語教典、客語教典
燖	71D6	V	台語教典
燙	71D9	V	台語教典、客語教典
燜	71DC	V	台語教典、客語教典
營	71DF	V	台語教典、客語教典
燥	71E5	V	台語教典、客語教典
燦	71E6	V	台語教典、客語教典
燭	71ED	V	台語教典、客語教典
燶	71F6		再會豆腐字：客語閱讀越懂
燻	71FB	V	台語教典、客語教典
爁	7201	V	台語教典
爆	7206	V	台語教典、客語教典
爌	720C	V	客語教典
爍	720D	V	台語教典
爐	7210	V	台語教典、客語教典
爛	721B	V	台語教典、客語教典
爧	7227	V	客語教典
爪	722A	V	台語教典、客語教典
爬	722C	V	台語教典、客語教典
爭	722D	V	台語教典、客語教典
爵	7235	V	台語教典、客語教典
父	7236	V	台語教典、客語教典
爸	7238	V	台語教典、客語教典
爹	7239	V	台語教典
爺	723A	V	台語教典、客語教典
爻	723B	V	台語教典
爽	723D	V	台語教典、客語教典
爾	723E	V	台語教典、客語教典
爿	723F	V	台語教典
牆	7246	V	台語教典、客語教典
片	7247	V	台語教典、客語教典
版	7248	V	台語教典、客語教典
牌	724C	V	台語教典、客語教典
牒	7252	V	台語教典、客語教典
牘	7258	V	台語教典
牙	7259	V	台語教典、客語教典
牚	725A	V	台語教典
牛	725B	V	台語教典、客語教典
牟	725F	V	台語教典
牡	7261	V	台語教典、客語教典
牢	7262	V	台語教典、客語教典
牧	7267	V	台語教典、客語教典
物	7269	V	台語教典、客語教典
牯	726F	V	客語教典
牲	7272	V	台語教典、客語教典
牴	7274	V	客語教典
牸	7278	V	客語教典
特	7279	V	台語教典、客語教典
牽	727D	V	台語教典、客語教典
犀	7280	V	台語教典、客語教典
犁	7281	V	台語教典、客語教典
犅	7285	V	台語教典
犒	7292	V	台語教典、客語教典
犢	72A2	V	台語教典
犧	72A7	V	台語教典、客語教典
犬	72AC	V	台語教典
犯	72AF	V	台語教典、客語教典
狀	72C0	V	台語教典、客語教典
狂	72C2	V	台語教典、客語教典
狄	72C4	V	台語教典、客語教典
狌	72CC	V	客語教典
狎	72CE	V	台語教典
狐	72D0	V	台語教典、客語教典
狗	72D7	V	台語教典、客語教典
狡	72E1	V	台語教典、客語教典
狸	72F8	V	台語教典、客語教典
狹	72F9	V	台語教典、客語教典
狼	72FC	V	台語教典、客語教典
狽	72FD	V	台語教典、客語教典
猊	730A	V	台語教典
猌	730C	V	台語教典
猖	7316	V	台語教典
猛	731B	V	台語教典、客語教典
猜	731C	V	台語教典、客語教典
猩	7329	V	台語教典
猫	732B		台語教典
猴	7334	V	台語教典、客語教典
猶	7336	V	台語教典、客語教典
猾	733E	V	台語教典、客語教典
猿	733F	V	客語教典
獄	7344	V	台語教典、客語教典
獅	7345	V	台語教典、客語教典
獎	734E	V	台語教典、客語教典
獒	7352	V	客語教典
獠	7360	V	台語教典
獨	7368	V	台語教典、客語教典
獲	7372	V	客語教典
獵	7375	V	台語教典、客語教典
獸	7378	V	台語教典、客語教典
獺	737A	V	台語教典
獻	737B	V	台語教典、客語教典
玄	7384	V	台語教典、客語教典
率	7387	V	台語教典、客語教典
玉	7389	V	台語教典、客語教典
王	738B	V	台語教典、客語教典
玖	7396	V	客語教典
玩	73A9	V	台語教典、客語教典
玫	73AB	V	台語教典、客語教典
玲	73B2	V	台語教典、客語教典
玻	73BB	V	台語教典、客語教典
珊	73CA	V	台語教典、客語教典
珍	73CD	V	台語教典、客語教典
珞	73DE	V	台語教典、客語教典
珠	73E0	V	台語教典、客語教典
班	73ED	V	台語教典、客語教典
珮	73EE	V	台語教典
現	73FE	V	台語教典、客語教典
球	7403	V	台語教典、客語教典
琅	7405	V	客語教典
理	7406	V	台語教典、客語教典
琉	7409	V	台語教典、客語教典
琢	7422	V	台語教典、客語教典
琦	7426	V	台語教典
琪	742A	V	台語教典
琳	7433	V	台語教典
琴	7434	V	台語教典、客語教典
琵	7435	V	台語教典、客語教典
琶	7436	V	台語教典、客語教典
瑋	744B	V	台語教典
瑕	7455	V	台語教典、客語教典
瑙	7459	V	台語教典、客語教典
瑚	745A	V	台語教典、客語教典
瑛	745B	V	台語教典
瑜	745C	V	台語教典、客語教典
瑞	745E	V	台語教典、客語教典
瑟	745F	V	台語教典、客語教典
瑣	7463	V	台語教典、客語教典
瑤	7464	V	台語教典、客語教典
瑩	7469	V	台語教典、客語教典
瑪	746A	V	台語教典、客語教典
瑯	746F	V	台語教典
瑰	7470	V	台語教典、客語教典
璃	7483	V	台語教典、客語教典
璇	7487	V	台語教典
璋	748B	V	客語教典
璞	749E	V	台語教典
璧	74A7	V	客語教典
環	74B0	V	台語教典、客語教典
璿	74BF	V	台語教典
瓊	74CA	V	台語教典、客語教典
瓏	74CF	V	台語教典、客語教典
瓜	74DC	V	台語教典、客語教典
瓠	74E0	V	客語教典
瓢	74E2	V	台語教典、客語教典
瓣	74E3	V	台語教典
瓤	74E4	V	台語教典、客語教典
瓦	74E6	V	台語教典、客語教典
瓶	74F6	V	台語教典、客語教典
瓷	74F7	V	台語教典、客語教典
甄	7504	V	台語教典
甌	750C	V	台語教典
甍	750D	V	台語教典
甑	7511	V	客語教典
甓	7513	V	台語教典
甕	7515	V	台語教典、客語教典
甘	7518	V	台語教典、客語教典
甚	751A	V	台語教典、客語教典
甜	751C	V	台語教典、客語教典
生	751F	V	台語教典、客語教典
產	7522	V	台語教典、客語教典
甥	7525	V	台語教典、客語教典
甦	7526	V	台語教典
用	7528	V	台語教典、客語教典
甪	752A	V	台語教典
甫	752B	V	台語教典、客語教典
甬	752C	V	客語教典
甭	752D	V	台語教典
田	7530	V	台語教典、客語教典
由	7531	V	台語教典、客語教典
甲	7532	V	台語教典、客語教典
申	7533	V	台語教典、客語教典
男	7537	V	台語教典、客語教典
甸	7538	V	客語教典
町	753A	V	台語教典
畀	7540	V	客語教典
界	754C	V	台語教典、客語教典
畏	754F	V	台語教典、客語教典
畔	7554	V	台語教典
留	7559	V	台語教典、客語教典
畚	755A	V	台語教典、客語教典
畜	755C	V	台語教典、客語教典
畝	755D	V	台語教典、客語教典
畢	7562	V	台語教典、客語教典
略	7565	V	台語教典、客語教典
番	756A	V	台語教典、客語教典
畫	756B	V	台語教典、客語教典
異	7570	V	台語教典、客語教典
當	7576	V	台語教典、客語教典
疆	7586	V	台語教典、客語教典
疊	758A	V	台語教典、客語教典
疋	758B	V	客語教典
疏	758F	V	台語教典、客語教典
疑	7591	V	台語教典、客語教典
疔	7594	V	台語教典
疕	7595	V	台語教典、客語教典
疝	759D	V	客語教典
疤	75A4	V	台語教典、客語教典
疥	75A5	V	台語教典、客語教典
疧	75A7	V	台語教典
疫	75AB	V	台語教典、客語教典
疱	75B1		台語教典
疲	75B2	V	台語教典、客語教典
疳	75B3	V	台語教典、客語教典
疴	75B4		客語教典
疵	75B5	V	台語教典、客語教典
疶	75B6	V	台語教典
疸	75B8	V	台語教典、客語教典
疹	75B9	V	台語教典、客語教典
疺	75BA	V	客語教典
疼	75BC	V	台語教典
疾	75BE	V	台語教典、客語教典
痀	75C0	V	台語教典、客語教典
痂	75C2	V	客語教典
痃	75C3		台語教典
病	75C5	V	台語教典、客語教典
症	75C7	V	台語教典、客語教典
痊	75CA	V	客語教典
痌	75CC	V	客語教典
痔	75D4	V	台語教典、客語教典
痕	75D5	V	台語教典、客語教典
痘	75D8	V	台語教典、客語教典
痚	75DA	V	台語教典
痛	75DB	V	台語教典、客語教典
痞	75DE	V	台語教典
痟	75DF	V	台語教典
痠	75E0	V	台語教典、客語教典
痡	75E1	V	台語教典
痢	75E2	V	台語教典、客語教典
痣	75E3	V	台語教典、客語教典
痧	75E7	V	台語教典、客語教典
痰	75F0	V	台語教典、客語教典
痱	75F1	V	台語教典、客語教典
痲	75F2	V	台語教典
痴	75F4	V	台語教典、客語教典
痹	75F9	V	台語教典
痺	75FA	V	台語教典、客語教典
瘋	760B	V	台語教典、客語教典
瘌	760C	V	客語教典
瘍	760D	V	台語教典、客語教典
瘟	761F	V	台語教典、客語教典
瘡	7621	V	台語教典、客語教典
瘤	7624	V	台語教典、客語教典
瘦	7626	V	台語教典、客語教典
瘧	7627	V	客語教典
瘰	7630	V	台語教典
瘴	7634	V	客語教典
瘸	7638	V	台語教典、客語教典
瘻	763B		客語教典
瘼	763C	V	台語教典
癀	7640		台語教典
療	7642	V	台語教典、客語教典
癆	7646	V	台語教典
癉	7649	V	台語教典
癌	764C	V	台語教典、客語教典
癒	7652	V	客語教典
癖	7656	V	台語教典、客語教典
癗	7657	V	台語教典
癜	765C	V	台語教典
癠	7660	V	客語教典
癡	7661	V	台語教典
癢	7662	V	台語教典、客語教典
癧	7667		客語教典
癩	7669	V	台語教典、客語教典
癬	766C	V	台語教典、客語教典
癮	766E	V	台語教典、客語教典
癰	7670	V	台語教典
癱	7671	V	客語教典
癲	7672	V	台語教典、客語教典
癸	7678	V	台語教典、客語教典
登	767B	V	台語教典、客語教典
發	767C	V	台語教典、客語教典
白	767D	V	台語教典、客語教典
百	767E	V	台語教典、客語教典
皂	7682	V	台語教典、客語教典
的	7684	V	台語教典、客語教典
皆	7686	V	台語教典、客語教典
皇	7687	V	台語教典、客語教典
皈	7688	V	客語教典
皓	7693	V	台語教典、客語教典
皮	76AE	V	台語教典、客語教典
皴	76B4	V	客語教典
皺	76BA	V	台語教典、客語教典
皿	76BF	V	客語教典
盃	76C3	V	客語教典
盅	76C5	V	客語教典
盆	76C6	V	台語教典、客語教典
盈	76C8	V	台語教典、客語教典
益	76CA	V	台語教典、客語教典
盍	76CD	V	台語教典
盎	76CE	V	客語教典
盒	76D2	V	台語教典、客語教典
盔	76D4	V	台語教典、客語教典
盛	76DB	V	台語教典、客語教典
盜	76DC	V	台語教典、客語教典
盞	76DE	V	台語教典、客語教典
盟	76DF	V	台語教典、客語教典
盡	76E1	V	台語教典、客語教典
監	76E3	V	台語教典、客語教典
盤	76E4	V	台語教典、客語教典
盦	76E6	V	客語教典
盧	76E7	V	台語教典、客語教典
盪	76EA	V	台語教典、客語教典
目	76EE	V	台語教典、客語教典
盯	76EF	V	客語教典
盲	76F2	V	台語教典、客語教典
直	76F4	V	台語教典、客語教典
相	76F8	V	台語教典、客語教典
盹	76F9	V	台語教典
盼	76FC	V	台語教典、客語教典
盾	76FE	V	台語教典、客語教典
省	7701	V	台語教典、客語教典
眇	7707	V	客語教典
眉	7709	V	台語教典、客語教典
看	770B	V	台語教典、客語教典
真	771F	V	台語教典、客語教典
眠	7720	V	台語教典、客語教典
眡	7721		客語教典
眥	7725	V	客語教典
眨	7728	V	台語教典、客語教典
眩	7729	V	台語教典
眯	772F	V	台語教典
眵	7735	V	台語教典、客語教典
眷	7737	V	台語教典、客語教典
眺	773A	V	客語教典
眼	773C	V	台語教典、客語教典
眾	773E	V	台語教典、客語教典
着	7740		台語教典
睏	774F	V	台語教典、客語教典
睚	775A	V	台語教典、客語教典
睛	775B	V	台語教典、客語教典
睡	7761	V	台語教典、客語教典
督	7763	V	台語教典、客語教典
睦	7766	V	台語教典、客語教典
睨	7768	V	台語教典
睪	776A	V	客語教典
睫	776B	V	台語教典、客語教典
睭	776D	V	台語教典
睹	7779	V	台語教典
瞅	7785	V	台語教典
瞋	778B	V	客語教典
瞌	778C	V	台語教典
瞎	778E	V	客語教典
瞑	7791	V	客語教典
瞞	779E	V	台語教典、客語教典
瞠	77A0	V	台語教典、客語教典
瞨	77A8	V	客語教典
瞪	77AA	V	台語教典、客語教典
瞬	77AC	V	台語教典
瞭	77AD	V	台語教典、客語教典
瞳	77B3	V	台語教典
瞻	77BB	V	台語教典
瞿	77BF	V	台語教典
矇	77C7	V	台語教典、客語教典
矛	77DB	V	台語教典、客語教典
矜	77DC	V	台語教典
矢	77E2	V	台語教典
矣	77E3	V	台語教典、客語教典
知	77E5	V	台語教典、客語教典
矩	77E9	V	台語教典、客語教典
短	77ED	V	台語教典、客語教典
矮	77EE	V	台語教典、客語教典
矯	77EF	V	台語教典、客語教典
石	77F3	V	台語教典、客語教典
矸	77F8	V	台語教典
矺	77FA	V	客語教典
矻	77FB	V	客語教典
砂	7802	V	台語教典、客語教典
砄	7804		再會豆腐字：台語閱讀越懂
砉	7809	V	台語教典、客語教典
砌	780C	V	台語教典、客語教典
砍	780D	V	台語教典
砒	7812	V	台語教典
研	7814	V	台語教典、客語教典
砛	781B		台語教典
砣	7823	V	客語教典
砧	7827	V	台語教典、客語教典
砰	7830	V	客語教典
砲	7832	V	台語教典、客語教典
破	7834	V	台語教典、客語教典
砸	7838	V	客語教典
硃	7843	V	台語教典、客語教典
硐	7850	V	台語教典
硓	7853		台語教典
硝	785D	V	台語教典、客語教典
硞	785E	V	台語教典
硩	7869	V	台語教典
硫	786B	V	台語教典、客語教典
硬	786C	V	台語教典、客語教典
确	786E	V	客語教典
硯	786F	V	台語教典、客語教典
硼	787C	V	台語教典、客語教典
硿	787F	V	台語教典
碇	7887	V	台語教典
碉	7889	V	客語教典
碌	788C	V	台語教典、客語教典
碎	788E	V	台語教典、客語教典
碑	7891	V	台語教典、客語教典
碓	7893	V	台語教典、客語教典
碖	7896	V	台語教典
碗	7897	V	台語教典、客語教典
碘	7898	V	客語教典
碟	789F	V	台語教典、客語教典
碡	78A1	V	台語教典、客語教典
碣	78A3	V	台語教典
碧	78A7	V	台語教典、客語教典
碩	78A9	V	台語教典、客語教典
碫	78AB	V	客語教典
碭	78AD	V	台語教典
碰	78B0	V	台語教典、客語教典
碳	78B3	V	台語教典、客語教典
確	78BA	V	台語教典、客語教典
碼	78BC	V	台語教典、客語教典
碾	78BE	V	台語教典、客語教典
磁	78C1	V	台語教典、客語教典
磅	78C5	V	台語教典、客語教典
磊	78CA	V	台語教典
磋	78CB	V	台語教典
磐	78D0	V	台語教典、客語教典
磕	78D5	V	台語教典、客語教典
磚	78DA	V	台語教典、客語教典
磟	78DF	V	台語教典
磡	78E1	V	客語教典
磨	78E8	V	台語教典、客語教典
磬	78EC	V	客語教典
磳	78F3	V	客語教典
磺	78FA	V	台語教典、客語教典
礁	7901	V	台語教典
礎	790E	V	台語教典、客語教典
礐	7910	V	台語教典
礙	7919	V	台語教典、客語教典
礤	7924	V	台語教典
礦	7926	V	台語教典、客語教典
礪	792A	V	台語教典
礫	792B	V	客語教典
礬	792C	V	台語教典、客語教典
礱	7931	V	台語教典、客語教典
示	793A	V	台語教典、客語教典
社	793E	V	台語教典、客語教典
祀	7940	V	台語教典、客語教典
祁	7941	V	客語教典
祈	7948	V	台語教典、客語教典
祉	7949	V	台語教典、客語教典
祐	7950	V	台語教典、客語教典
祕	7955	V	台語教典、客語教典
祖	7956	V	台語教典、客語教典
祚	795A	V	台語教典
祛	795B	V	客語教典
祝	795D	V	台語教典、客語教典
神	795E	V	台語教典、客語教典
祟	795F	V	台語教典、客語教典
祠	7960	V	台語教典、客語教典
祥	7965	V	台語教典、客語教典
祧	7967	V	台語教典
票	7968	V	台語教典、客語教典
祭	796D	V	台語教典、客語教典
祺	797A	V	台語教典
祿	797F	V	台語教典、客語教典
禁	7981	V	台語教典、客語教典
禍	798D	V	台語教典、客語教典
禎	798E	V	台語教典、客語教典
福	798F	V	台語教典、客語教典
禦	79A6	V	台語教典、客語教典
禧	79A7	V	台語教典、客語教典
禪	79AA	V	台語教典、客語教典
禮	79AE	V	台語教典、客語教典
禱	79B1	V	台語教典
禹	79B9	V	台語教典、客語教典
禽	79BD	V	台語教典、客語教典
禾	79BE	V	台語教典、客語教典
禿	79BF	V	台語教典、客語教典
秀	79C0	V	台語教典、客語教典
私	79C1	V	台語教典、客語教典
秉	79C9	V	台語教典、客語教典
秋	79CB	V	台語教典、客語教典
科	79D1	V	台語教典、客語教典
秒	79D2	V	台語教典、客語教典
秘	79D8	V	台語教典、客語教典
租	79DF	V	台語教典、客語教典
秣	79E3	V	客語教典
秤	79E4	V	台語教典、客語教典
秥	79E5		客語教典
秦	79E6	V	台語教典、客語教典
秧	79E7	V	台語教典、客語教典
秩	79E9	V	台語教典、客語教典
秪	79EA	V	台語教典
秫	79EB	V	台語教典
秮	79EE	V	台語教典
移	79FB	V	台語教典、客語教典
稀	7A00	V	台語教典、客語教典
稅	7A05	V	台語教典、客語教典
稈	7A08	V	台語教典、客語教典
程	7A0B	V	台語教典、客語教典
稍	7A0D	V	客語教典
稔	7A14	V	客語教典
稗	7A17	V	台語教典、客語教典
稚	7A1A	V	台語教典、客語教典
稜	7A1C	V	台語教典
稟	7A1F	V	台語教典、客語教典
稠	7A20	V	台語教典、客語教典
種	7A2E	V	台語教典、客語教典
稱	7A31	V	台語教典、客語教典
稴	7A34		客語教典
稷	7A37	V	台語教典、客語教典
稻	7A3B	V	台語教典、客語教典
稽	7A3D	V	台語教典、客語教典
稿	7A3F	V	台語教典、客語教典
穀	7A40	V	台語教典、客語教典
穆	7A46	V	台語教典、客語教典
穌	7A4C	V	台語教典、客語教典
積	7A4D	V	台語教典、客語教典
穎	7A4E	V	台語教典、客語教典
穗	7A57	V	台語教典、客語教典
穡	7A61	V	台語教典、客語教典
穢	7A62	V	台語教典
穩	7A69	V	台語教典、客語教典
穫	7A6B	V	台語教典
穴	7A74	V	台語教典、客語教典
究	7A76	V	台語教典、客語教典
穹	7A79	V	台語教典
空	7A7A	V	台語教典、客語教典
穿	7A7F	V	台語教典、客語教典
突	7A81	V	台語教典、客語教典
窄	7A84	V	台語教典、客語教典
窈	7A88	V	台語教典
窒	7A92	V	台語教典
窕	7A95	V	台語教典
窖	7A96	V	客語教典
窗	7A97	V	台語教典、客語教典
窘	7A98	V	台語教典、客語教典
窞	7A9E	V	台語教典
窟	7A9F	V	台語教典、客語教典
窣	7AA3	V	台語教典
窩	7AA9	V	台語教典、客語教典
窮	7AAE	V	台語教典、客語教典
窯	7AAF	V	台語教典、客語教典
窵	7AB5	V	台語教典
窸	7AB8	V	台語教典
窺	7ABA	V	台語教典、客語教典
窿	7ABF	V	客語教典
竄	7AC4	V	台語教典
竅	7AC5	V	台語教典、客語教典
竇	7AC7	V	台語教典、客語教典
竈	7AC8		再會豆腐字：台語閱讀越懂
竊	7ACA	V	台語教典
立	7ACB	V	台語教典、客語教典
站	7AD9	V	台語教典、客語教典
竟	7ADF	V	台語教典、客語教典
章	7AE0	V	台語教典、客語教典
竣	7AE3	V	客語教典
童	7AE5	V	台語教典、客語教典
竭	7AED	V	台語教典
端	7AEF	V	台語教典、客語教典
竳	7AF3		客語教典
竵	7AF5		客語教典
競	7AF6	V	台語教典、客語教典
竹	7AF9	V	台語教典、客語教典
竺	7AFA	V	台語教典
竻	7AFB	V	客語教典
竿	7AFF	V	台語教典、客語教典
笆	7B06	V	台語教典、客語教典
笈	7B08	V	台語教典
笊	7B0A	V	台語教典、客語教典
笐	7B10	V	客語教典
笑	7B11	V	台語教典、客語教典
笒	7B12	V	台語教典
笙	7B19	V	台語教典、客語教典
笛	7B1B	V	台語教典、客語教典
笠	7B20	V	台語教典、客語教典
笥	7B25	V	客語教典
符	7B26	V	台語教典、客語教典
笨	7B28	V	台語教典、客語教典
笪	7B2A	V	客語教典
第	7B2C	V	台語教典、客語教典
笱	7B31	V	台語教典
筅	7B45	V	台語教典
筆	7B46	V	台語教典、客語教典
等	7B49	V	台語教典、客語教典
筊	7B4A	V	台語教典、客語教典
筋	7B4B	V	台語教典、客語教典
筍	7B4D	V	台語教典、客語教典
筏	7B4F	V	客語教典
筐	7B50	V	台語教典、客語教典
筒	7B52	V	台語教典、客語教典
答	7B54	V	台語教典、客語教典
策	7B56	V	台語教典、客語教典
筠	7B60	V	台語教典
筧	7B67	V	台語教典、客語教典
筱	7B71	V	客語教典
筵	7B75	V	台語教典、客語教典
筷	7B77	V	客語教典
箅	7B85	V	台語教典
箋	7B8B	V	台語教典
箍	7B8D	V	台語教典、客語教典
箏	7B8F	V	台語教典、客語教典
箔	7B94	V	台語教典
箕	7B95	V	台語教典、客語教典
算	7B97	V	台語教典、客語教典
箠	7BA0	V	台語教典
管	7BA1	V	台語教典、客語教典
箬	7BAC	V	台語教典
箭	7BAD	V	台語教典、客語教典
箱	7BB1	V	台語教典、客語教典
箴	7BB4	V	台語教典
箸	7BB8	V	台語教典、客語教典
節	7BC0	V	台語教典、客語教典
範	7BC4	V	台語教典、客語教典
篆	7BC6	V	客語教典
篇	7BC7	V	台語教典、客語教典
築	7BC9	V	台語教典、客語教典
篋	7BCB	V	台語教典
篙	7BD9	V	台語教典、客語教典
篠	7BE0	V	台語教典
篡	7BE1	V	台語教典、客語教典
篤	7BE4	V	台語教典、客語教典
篦	7BE6	V	台語教典、客語教典
篩	7BE9	V	台語教典、客語教典
篱	7BF1	V	台語教典
篷	7BF7	V	台語教典、客語教典
篼	7BFC		客語教典
篾	7BFE	V	台語教典、客語教典
簇	7C07	V	台語教典
簍	7C0D	V	客語教典
簞	7C1E	V	客語教典
簡	7C21	V	台語教典、客語教典
簣	7C23	V	客語教典
簧	7C27	V	客語教典
簪	7C2A	V	台語教典
簫	7C2B	V	台語教典、客語教典
簷	7C37	V	台語教典、客語教典
簸	7C38	V	台語教典
簽	7C3D	V	台語教典、客語教典
簾	7C3E	V	台語教典、客語教典
簿	7C3F	V	台語教典、客語教典
籃	7C43	V	台語教典、客語教典
籌	7C4C	V	台語教典
籍	7C4D	V	台語教典、客語教典
籐	7C50	V	台語教典
籗	7C57	V	台語教典
籙	7C59	V	台語教典
籠	7C60	V	台語教典、客語教典
籣	7C63	V	客語教典
籤	7C64	V	台語教典、客語教典
籬	7C6C	V	台語教典、客語教典
籮	7C6E	V	台語教典、客語教典
籲	7C72	V	台語教典
米	7C73	V	台語教典、客語教典
籽	7C7D	V	客語教典
粄	7C84	V	客語教典
粅	7C85	V	台語教典
粉	7C89	V	台語教典、客語教典
粑	7C91	V	客語教典
粒	7C92	V	台語教典、客語教典
粕	7C95	V	台語教典、客語教典
粗	7C97	V	台語教典、客語教典
粞	7C9E	V	台語教典
粟	7C9F	V	台語教典、客語教典
粢	7CA2	V	客語教典
粥	7CA5	V	客語教典
粧	7CA7	V	台語教典
粩	7CA9		台語教典
粱	7CB1	V	台語教典、客語教典
粳	7CB3	V	客語教典
粵	7CB5	V	客語教典
粹	7CB9	V	台語教典、客語教典
粽	7CBD	V	台語教典、客語教典
精	7CBE	V	台語教典、客語教典
粿	7CBF	V	台語教典
糊	7CCA	V	台語教典、客語教典
糋	7CCB	V	台語教典
糍	7CCD		台語教典
糕	7CD5	V	台語教典、客語教典
糖	7CD6	V	台語教典、客語教典
糙	7CD9	V	台語教典、客語教典
糜	7CDC	V	台語教典、客語教典
糝	7CDD	V	台語教典、客語教典
糞	7CDE	V	台語教典、客語教典
糟	7CDF	V	台語教典、客語教典
糠	7CE0	V	台語教典、客語教典
糧	7CE7	V	台語教典、客語教典
糬	7CEC	V	客語教典
糯	7CEF	V	客語教典
糰	7CF0	V	客語教典
糴	7CF4	V	台語教典、客語教典
糶	7CF6	V	台語教典、客語教典
系	7CFB	V	台語教典、客語教典
糾	7CFE	V	台語教典、客語教典
紀	7D00	V	台語教典、客語教典
紂	7D02	V	台語教典、客語教典
約	7D04	V	台語教典、客語教典
紅	7D05	V	台語教典、客語教典
紋	7D0B	V	台語教典、客語教典
納	7D0D	V	台語教典、客語教典
紐	7D10	V	台語教典、客語教典
純	7D14	V	台語教典、客語教典
紗	7D17	V	台語教典、客語教典
紙	7D19	V	台語教典、客語教典
級	7D1A	V	台語教典、客語教典
紛	7D1B	V	台語教典、客語教典
紜	7D1C	V	客語教典
素	7D20	V	台語教典、客語教典
紡	7D21	V	台語教典、客語教典
索	7D22	V	台語教典、客語教典
紩	7D29	V	台語教典
紫	7D2B	V	台語教典、客語教典
紬	7D2C	V	台語教典
紮	7D2E	V	台語教典、客語教典
累	7D2F	V	台語教典、客語教典
細	7D30	V	台語教典、客語教典
紲	7D32	V	台語教典
紳	7D33	V	台語教典、客語教典
紹	7D39	V	台語教典、客語教典
紺	7D3A	V	台語教典
終	7D42	V	台語教典、客語教典
絃	7D43	V	台語教典
組	7D44	V	台語教典、客語教典
絆	7D46	V	台語教典、客語教典
結	7D50	V	台語教典、客語教典
絕	7D55	V	台語教典、客語教典
絚	7D5A		台語教典、客語教典
絞	7D5E	V	台語教典、客語教典
絡	7D61	V	台語教典、客語教典
絢	7D62	V	台語教典
給	7D66	V	台語教典、客語教典
